Id	FNum	FFNum	FFNumAVG	FFNLTFN	FFNGTFN	FFNEFN
550	1	3	3.0	0	1	0
551	3	18	6.0	0	3	0
552	6	62	10.333333333333334	2	4	0
553	5	52	10.4	0	5	0
554	3	19	6.333333333333333	0	3	0
555	6	48	8.0	1	4	1
556	1	2	2.0	0	1	0
557	8	35	4.375	6	1	0
558	1	36	36.0	0	1	0
559	8	54	6.75	5	3	0
560	1	0	0.0	0	0	0
561	3	9	3.0	1	1	0
563	7	40	5.714285714285714	3	2	1
564	2	2	1.0	0	0	1
565	20	512	25.6	7	13	0
566	1	1	1.0	0	0	1
567	1	2	2.0	0	1	0
568	6	24	4.0	4	2	0
570	1	0	0.0	0	0	0
572	1	7	7.0	0	1	0
573	16	178	11.125	13	1	1
574	1	2	2.0	0	1	0
575	4	23	5.75	2	2	0
576	6	100	16.666666666666668	2	3	1
577	6	21	3.5	6	0	0
578	8	61	7.625	3	2	3
579	3	9	3.0	0	0	3
580	1	5	5.0	0	1	0
581	2	4	2.0	0	1	0
582	4	18	4.5	0	1	3
583	1	1	1.0	0	0	1
584	4	27	6.75	1	2	1
585	10	70	7.0	8	2	0
586	5	31	6.2	1	4	0
587	5	83	16.6	2	3	0
588	4	22	5.5	1	3	0
589	3	29	9.666666666666666	0	2	1
590	4	23	5.75	3	1	0
591	2	8	4.0	0	1	1
592	9	57	6.333333333333333	6	3	0
594	12	101	8.416666666666666	8	4	0
596	7	78	11.142857142857142	2	5	0
597	8	41	5.125	8	0	0
598	1	1	1.0	0	0	1
599	2	3	1.5	1	0	1
601	11	57	5.181818181818182	10	0	0
602	1	1	1.0	0	0	1
604	2	4	2.0	1	1	0
605	5	60	12.0	1	2	2
606	3	8	2.6666666666666665	1	1	0
608	7	34	4.857142857142857	5	1	1
609	5	51	10.2	2	3	0
611	2	3	1.5	1	0	1
612	1	0	0.0	0	0	0
613	18	163	9.055555555555555	18	0	0
614	7	50	7.142857142857143	2	3	1
615	2	2	1.0	2	0	0
616	11	64	5.818181818181818	10	1	0
618	1	6	6.0	0	1	0
619	13	46	3.5384615384615383	13	0	0
620	5	34	6.8	3	2	0
621	5	18	3.6	3	1	1
623	9	68	7.555555555555555	5	2	2
624	7	45	6.428571428571429	2	4	0
626	9	94	10.444444444444445	4	5	0
628	1	13	13.0	0	1	0
629	1	0	0.0	0	0	0
630	3	13	4.333333333333333	1	2	0
631	3	18	6.0	1	1	1
633	16	101	6.3125	15	0	0
636	8	41	5.125	4	2	1
637	3	9	3.0	1	2	0
638	1	5	5.0	0	1	0
639	4	17	4.25	2	2	0
640	2	8	4.0	0	1	1
641	3	11	3.6666666666666665	0	2	0
643	1	6	6.0	0	1	0
647	5	16	3.2	3	0	2
648	1	28	28.0	0	1	0
649	2	11	5.5	0	2	0
650	1	1	1.0	0	0	1
652	1	4	4.0	0	1	0
656	3	32	10.666666666666666	0	3	0
657	1	65	65.0	0	1	0
658	20	175	8.75	19	1	0
659	4	20	5.0	1	2	1
661	2	8	4.0	0	2	0
662	4	10	2.5	3	0	1
663	2	35	17.5	0	2	0
664	5	4	0.8	2	0	0
665	3	11	3.6666666666666665	0	2	1
666	1	10	10.0	0	1	0
668	8	50	6.25	4	2	1
670	4	21	5.25	2	2	0
671	1	15	15.0	0	1	0
674	1	1	1.0	0	0	1
675	12	101	8.416666666666666	10	2	0
676	1	0	0.0	0	0	0
677	3	9	3.0	2	1	0
680	2	10	5.0	0	2	0
681	6	83	13.833333333333334	0	6	0
682	5	15	3.0	5	0	0
684	7	47	6.714285714285714	2	4	0
686	1	0	0.0	0	0	0
687	1	16	16.0	0	1	0
688	1	8	8.0	0	1	0
689	2	2	1.0	0	0	1
690	1	18	18.0	0	1	0
692	10	124	12.4	3	6	1
693	5	11	2.2	5	0	0
694	1	3	3.0	0	1	0
696	12	244	20.333333333333332	1	11	0
697	11	78	7.090909090909091	8	3	0
698	6	24	4.0	3	2	0
699	1	2	2.0	0	1	0
700	5	12	2.4	3	1	0
703	3	22	7.333333333333333	1	2	0
705	5	18	3.6	1	1	0
706	1	2	2.0	0	1	0
709	9	39	4.333333333333333	8	1	0
710	4	18	4.5	3	1	0
711	3	37	12.333333333333334	0	3	0
715	1	1	1.0	0	0	1
716	1	1	1.0	0	0	1
718	2	11	5.5	0	2	0
719	2	9	4.5	0	2	0
720	1	13	13.0	0	1	0
721	1	11	11.0	0	1	0
722	13	157	12.076923076923077	7	6	0
723	3	21	7.0	1	2	0
726	1	0	0.0	0	0	0
727	2	4	2.0	1	1	0
728	4	24	6.0	0	4	0
729	7	22	3.142857142857143	4	1	0
730	2	9	4.5	0	2	0
731	1	3	3.0	0	1	0
732	3	18	6.0	0	2	1
733	4	12	3.0	3	0	1
734	2	16	8.0	1	1	0
735	12	132	11.0	7	4	1
736	2	7	3.5	0	1	1
737	12	185	15.416666666666666	3	9	0
738	4	19	4.75	0	3	0
739	8	68	8.5	4	3	1
740	1	13	13.0	0	1	0
742	17	323	19.0	10	7	0
743	1	0	0.0	0	0	0
744	3	22	7.333333333333333	1	1	0
745	9	67	7.444444444444445	5	3	1
746	20	166	8.3	20	0	0
747	2	3	1.5	1	0	1
749	1	1	1.0	0	0	1
750	2	13	6.5	0	2	0
751	5	47	9.4	1	4	0
752	1	4	4.0	0	1	0
753	1	4	4.0	0	1	0
754	3	32	10.666666666666666	0	3	0
756	5	55	11.0	0	4	1
758	1	0	0.0	0	0	0
759	15	99	6.6	13	1	0
760	2	67	33.5	0	1	1
761	6	49	8.166666666666666	0	4	2
762	11	66	6.0	9	1	0
764	6	53	8.833333333333334	2	4	0
765	2	44	22.0	0	2	0
766	5	40	8.0	2	3	0
767	1	1	1.0	0	0	1
770	9	52	5.777777777777778	7	1	0
771	2	1	0.5	1	0	0
772	13	264	20.307692307692307	5	7	1
775	15	176	11.733333333333333	10	5	0
777	2	18	9.0	0	2	0
778	2	3	1.5	1	0	1
779	2	13	6.5	0	2	0
781	5	21	4.2	4	1	0
782	5	23	4.6	3	2	0
783	3	7	2.3333333333333335	2	1	0
784	5	39	7.8	1	4	0
785	2	10	5.0	0	2	0
787	2	11	5.5	0	2	0
788	1	5	5.0	0	1	0
789	5	26	5.2	2	2	1
790	2	9	4.5	0	2	0
791	1	3	3.0	0	1	0
792	8	52	6.5	5	1	1
795	8	116	14.5	1	6	1
796	2	5	2.5	0	1	1
797	2	8	4.0	0	1	0
799	4	27	6.75	1	3	0
800	3	6	2.0	1	1	0
801	3	90	30.0	0	3	0
803	2	5	2.5	0	1	1
804	1	3	3.0	0	1	0
805	7	156	22.285714285714285	3	4	0
806	1	10	10.0	0	1	0
807	4	12	3.0	1	1	1
808	2	8	4.0	0	2	0
810	14	155	11.071428571428571	9	5	0
811	3	17	5.666666666666667	0	2	1
812	10	122	12.2	4	4	2
814	1	5	5.0	0	1	0
815	2	16	8.0	1	1	0
816	4	27	6.75	1	2	1
817	9	88	9.777777777777779	3	5	0
818	2	4	2.0	0	0	2
819	1	1	1.0	0	0	1
822	5	15	3.0	4	0	1
823	1	0	0.0	0	0	0
824	10	65	6.5	9	1	0
826	2	27	13.5	0	1	0
827	2	41	20.5	1	1	0
829	2	16	8.0	0	2	0
830	7	23	3.2857142857142856	3	1	0
831	1	1	1.0	0	0	1
834	1	2	2.0	0	1	0
835	5	49	9.8	1	3	1
836	2	2	1.0	0	0	1
838	4	59	14.75	0	3	0
839	1	3	3.0	0	1	0
840	2	4	2.0	1	1	0
841	1	1	1.0	0	0	1
844	5	38	7.6	1	4	0
845	1	0	0.0	0	0	0
846	4	17	4.25	2	1	0
847	7	22	3.142857142857143	6	1	0
851	2	3	1.5	1	0	1
853	6	89	14.833333333333334	1	5	0
855	2	8	4.0	1	1	0
857	17	287	16.88235294117647	8	9	0
859	11	41	3.727272727272727	10	0	0
860	4	10	2.5	2	1	0
862	10	137	13.7	4	5	1
863	6	32	5.333333333333333	3	3	0
864	1	1	1.0	0	0	1
865	21	117	5.571428571428571	21	0	0
866	1	2	2.0	0	1	0
867	1	45	45.0	0	1	0
868	5	4	0.8	3	0	0
869	23	531	23.08695652173913	11	11	1
870	1	11	11.0	0	1	0
871	3	25	8.333333333333334	0	2	1
872	1	1	1.0	0	0	1
873	33	606	18.363636363636363	31	2	0
874	3	10	3.3333333333333335	1	1	1
875	2	0	0.0	0	0	0
876	2	11	5.5	0	2	0
877	1	0	0.0	0	0	0
878	8	63	7.875	4	4	0
879	10	144	14.4	3	7	0
880	10	85	8.5	6	3	1
881	2	2	1.0	0	0	1
882	16	235	14.6875	9	5	2
883	1	6	6.0	0	1	0
884	6	53	8.833333333333334	2	4	0
885	4	51	12.75	0	4	0
886	3	5	1.6666666666666667	3	0	0
887	8	52	6.5	4	2	1
888	3	32	10.666666666666666	0	3	0
889	1	6	6.0	0	1	0
890	6	63	10.5	2	4	0
891	9	117	13.0	4	5	0
892	5	21	4.2	2	2	1
894	1	4	4.0	0	1	0
895	2	13	6.5	0	2	0
896	3	18	6.0	2	1	0
897	5	49	9.8	2	3	0
898	9	40	4.444444444444445	6	1	0
899	1	2	2.0	0	1	0
900	1	51	51.0	0	1	0
901	18	125	6.944444444444445	18	0	0
902	2	11	5.5	0	2	0
903	1	7	7.0	0	1	0
907	2	18	9.0	0	2	0
908	2	4	2.0	1	1	0
910	2	6	3.0	1	1	0
911	2	4	2.0	0	1	0
912	4	13	3.25	3	1	0
913	3	9	3.0	1	1	1
914	6	29	4.833333333333333	3	2	1
915	16	121	7.5625	13	2	0
916	8	106	13.25	6	1	0
917	1	4	4.0	0	1	0
919	2	4	2.0	1	1	0
920	4	8	2.0	4	0	0
921	5	44	8.8	1	4	0
925	12	83	6.916666666666667	10	2	0
926	5	25	5.0	3	2	0
927	1	0	0.0	0	0	0
928	8	84	10.5	2	5	1
929	4	9	2.25	2	0	1
930	4	12	3.0	2	1	1
931	2	5	2.5	0	1	1
932	2	5	2.5	0	1	0
933	3	10	3.3333333333333335	1	1	1
934	8	87	10.875	2	5	1
935	8	52	6.5	5	2	1
936	22	233	10.590909090909092	20	1	0
937	3	19	6.333333333333333	0	2	1
938	2	17	8.5	0	2	0
939	12	66	5.5	10	1	0
940	5	25	5.0	2	2	1
941	7	39	5.571428571428571	4	2	0
943	1	13	13.0	0	1	0
945	3	46	15.333333333333334	0	3	0
946	4	13	3.25	1	2	0
948	2	8	4.0	0	2	0
949	19	368	19.36842105263158	10	8	1
950	15	263	17.533333333333335	7	8	0
952	9	35	3.888888888888889	8	0	1
953	6	28	4.666666666666667	2	2	1
954	4	27	6.75	2	2	0
956	3	2	0.6666666666666666	2	0	0
957	9	29	3.2222222222222223	9	0	0
958	11	62	5.636363636363637	9	2	0
959	1	0	0.0	0	0	0
960	10	78	7.8	5	2	2
961	7	89	12.714285714285714	2	4	1
963	1	4	4.0	0	1	0
964	7	46	6.571428571428571	4	2	0
965	4	11	2.75	3	1	0
966	9	53	5.888888888888889	7	2	0
967	3	3	1.0	2	0	0
968	9	60	6.666666666666667	6	1	2
969	10	95	9.5	6	3	1
970	18	260	14.444444444444445	14	4	0
971	2	21	10.5	0	2	0
972	2	15	7.5	0	1	0
973	1	5	5.0	0	1	0
975	3	17	5.666666666666667	1	2	0
977	8	105	13.125	1	6	0
978	3	38	12.666666666666666	0	3	0
980	5	19	3.8	5	0	0
981	2	19	9.5	0	1	1
982	4	14	3.5	2	1	1
985	6	31	5.166666666666667	3	2	0
987	3	7	2.3333333333333335	0	1	1
988	21	279	13.285714285714286	19	2	0
989	1	9	9.0	0	1	0
990	15	287	19.133333333333333	5	8	1
991	2	3	1.5	1	0	1
993	1	6	6.0	0	1	0
994	2	8	4.0	0	1	0
995	15	70	4.666666666666667	14	0	0
997	1	2	2.0	0	1	0
999	3	9	3.0	1	1	0
1002	3	14	4.666666666666667	1	2	0
1003	2	5	2.5	1	1	0
1005	9	41	4.555555555555555	7	2	0
1007	1	0	0.0	0	0	0
1008	1	10	10.0	0	1	0
1009	7	54	7.714285714285714	5	2	0
1010	1	1	1.0	0	0	1
1011	3	27	9.0	1	2	0
1012	4	18	4.5	2	2	0
1013	2	5	2.5	0	1	1
1014	1	3	3.0	0	1	0
1015	4	16	4.0	2	1	1
1017	2	1	0.5	1	0	0
1018	2	18	9.0	1	1	0
1019	2	5	2.5	0	1	1
1020	1	1	1.0	0	0	1
1021	1	0	0.0	0	0	0
1022	5	58	11.6	1	4	0
